team,week,event,rank,Overall_Result_Text,Plyoff_Result_Text,plyoff_team,plyoff_pick,plyoff_record,quals_record,quals_matchs,quals_size,quals_dqs,quals_avg_rp,quals_total_endgame_points,quals_total_auto_points,quals_total_ownership_points,quals_total_vault_points
frc3880,3.0,2018cada,59,"Team 3880 was Rank 59/65 with a record of 2-6-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 3, and was eliminated in the Finals with a playoff record of 4-4-0.",2nd Pick of Alliance 3,3,2,"{'losses': 4, 'ties': 0, 'wins': 4}","{'losses': 6, 'ties': 0, 'wins': 2}",8,65,0,0.75,385.0,135.0,1466.0,265.0
frc3880,2.0,2018casf,10,"Team 3880 was Rank 10/43 with a record of 6-4-0 in quals, competed in the playoffs as the Captain of Alliance 8, and was eliminated in the Quarterfinals with a playoff record of 0-2-0.",Captain of Alliance 8,8,0,"{'losses': 2, 'ties': 0, 'wins': 0}","{'losses': 4, 'ties': 0, 'wins': 6}",10,43,0,1.7,450.0,209.0,1818.0,265.0
frc3882,1.0,2018casd,45,"Team 3882 was Rank 45/66 with a record of 2-6-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 6, and was eliminated in the Finals with a playoff record of 4-3-0.",2nd Pick of Alliance 6,6,2,"{'losses': 3, 'ties': 0, 'wins': 4}","{'losses': 6, 'ties': 0, 'wins': 2}",8,66,0,1.0,385.0,182.0,1392.0,205.0
frc3882,3.0,2018hiho,5,"Team 3882 was Rank 5/37 with a record of 8-5-0 in quals, competed in the playoffs as the Captain of Alliance 4, and was eliminated in the Quarterfinals with a playoff record of 0-2-0.",Captain of Alliance 4,4,0,"{'losses': 2, 'ties': 0, 'wins': 0}","{'losses': 5, 'ties': 0, 'wins': 8}",13,37,0,2.07,545.0,385.0,2430.0,435.0
frc3959,2.0,2018alhu,2,"Team 3959 was Rank 2/43 with a record of 10-1-0 in quals, competed in the playoffs as the Captain of Alliance 2, and was eliminated in the Finals with a playoff record of 5-3-0.",Captain of Alliance 2,2,0,"{'losses': 3, 'ties': 0, 'wins': 5}","{'losses': 1, 'ties': 0, 'wins': 10}",11,43,0,2.45,415.0,325.0,2824.0,365.0
frc3959,3.0,2018tnkn,7,"Team 3959 was Rank 7/50 with a record of 8-2-0 in quals, competed in the playoffs as the 1st Pick of Alliance 2, and was eliminated in the Finals with a playoff record of 4-3-0.",1st Pick of Alliance 2,2,1,"{'losses': 3, 'ties': 0, 'wins': 4}","{'losses': 2, 'ties': 0, 'wins': 8}",10,50,0,2.2,415.0,240.0,2335.0,345.0
frc4159,2.0,2018casf,9,"Team 4159 was Rank 9/43 with a record of 7-3-0 in quals, competed in the playoffs as the Captain of Alliance 7, and was eliminated in the Quarterfinals with a playoff record of 0-2-0.",Captain of Alliance 7,7,0,"{'losses': 2, 'ties': 0, 'wins': 0}","{'losses': 3, 'ties': 0, 'wins': 7}",10,43,0,1.8,315.0,203.0,1853.0,250.0
frc4159,4.0,2018casj,25,"Team 4159 was Rank 25/60 with a record of 5-4-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 2, and was eliminated in the Finals with a playoff record of 4-2-0.",2nd Pick of Alliance 2,2,2,"{'losses': 2, 'ties': 0, 'wins': 4}","{'losses': 4, 'ties': 0, 'wins': 5}",9,60,0,1.66,435.0,232.0,1895.0,285.0
frc4188,5.0,2018gacmp,11,"Team 4188 was Rank 11/45 with a record of 8-4-0 in quals, competed in the playoffs as the 1st Pick of Alliance 7, and was eliminated in the Finals with a playoff record of 4-4-0.",1st Pick of Alliance 7,7,1,"{'losses': 4, 'ties': 0, 'wins': 4}","{'losses': 4, 'ties': 0, 'wins': 8}",12,45,0,1.91,590.0,361.0,2623.0,320.0
frc4188,3.0,2018gacol,2,"Team 4188 was Rank 2/33 with a record of 10-2-0 in quals, competed in the playoffs as the Captain of Alliance 2, and was eliminated in the Quarterfinals with a playoff record of 1-2-0.",Captain of Alliance 2,2,0,"{'losses': 2, 'ties': 0, 'wins': 1}","{'losses': 2, 'ties': 0, 'wins': 10}",12,33,0,2.08,480.0,232.0,2586.0,340.0
frc4188,4.0,2018gadul,4,"Team 4188 was Rank 4/37 with a record of 9-3-0 in quals, competed in the playoffs as the 1st Pick of Alliance 2, and was eliminated in the Finals with a playoff record of 4-2-0.",1st Pick of Alliance 2,2,1,"{'losses': 2, 'ties': 0, 'wins': 4}","{'losses': 3, 'ties': 0, 'wins': 9}",12,37,0,1.83,550.0,335.0,2754.0,320.0
frc4188,0.0,2018gagai,16,"Team 4188 was Rank 16/40 with a record of 7-5-0 in quals, competed in the playoffs as the 1st Pick of Alliance 8, and was eliminated in the Quarterfinals with a playoff record of 1-2-0.",1st Pick of Alliance 8,8,1,"{'losses': 2, 'ties': 0, 'wins': 1}","{'losses': 5, 'ties': 0, 'wins': 7}",12,40,0,1.33,425.0,162.0,2004.0,220.0
frc4191,5.0,2018caav,34,Team 4191 was Rank 34/36 with a record of 4-9-0 in quals.,--,-1,-1,NA,"{'losses': 9, 'ties': 0, 'wins': 4}",13,36,0,1.0,610.0,302.0,2168.0,320.0
frc4191,1.0,2018tuis,7,"Team 4191 was Rank 7/37 with a record of 8-4-0 in quals, competed in the playoffs as the 1st Pick of Alliance 3, and was eliminated in the Semifinals with a playoff record of 3-3-0.",1st Pick of Alliance 3,3,1,"{'losses': 3, 'ties': 0, 'wins': 3}","{'losses': 4, 'ties': 0, 'wins': 8}",12,37,0,1.41,390.0,104.0,1904.0,195.0
frc4401,0.0,2018mxmo,17,"Team 4401 was Rank 17/48 with a record of 5-6-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 4, and was eliminated in the Quarterfinals with a playoff record of 0-2-0.",2nd Pick of Alliance 4,4,2,"{'losses': 2, 'ties': 0, 'wins': 0}","{'losses': 6, 'ties': 0, 'wins': 5}",11,48,0,1.27,210.0,179.0,2061.0,140.0
frc4401,3.0,2018mxto,9,"Team 4401 was Rank 9/41 with a record of 8-3-0 in quals, competed in the playoffs as the 1st Pick of Alliance 3, and was eliminated in the Finals with a playoff record of 4-2-0.",1st Pick of Alliance 3,3,1,"{'losses': 2, 'ties': 0, 'wins': 4}","{'losses': 3, 'ties': 0, 'wins': 8}",11,41,0,1.54,480.0,188.0,1825.0,140.0
frc4522,1.0,2018mokc2,3,"Team 4522 was Rank 3/43 with a record of 9-3-0 in quals, competed in the playoffs as the Captain of Alliance 3, and won the event with a playoff record of 6-1-0.",Captain of Alliance 3,3,0,"{'losses': 1, 'ties': 0, 'wins': 6}","{'losses': 3, 'ties': 0, 'wins': 9}",12,43,0,2.25,665.0,345.0,2719.0,255.0
frc4522,3.0,2018paca,10,"Team 4522 was Rank 10/52 with a record of 7-2-0 in quals, competed in the playoffs as the 1st Pick of Alliance 3, and was eliminated in the Quarterfinals with a playoff record of 1-2-0.",1st Pick of Alliance 3,3,1,"{'losses': 2, 'ties': 0, 'wins': 1}","{'losses': 2, 'ties': 0, 'wins': 7}",9,52,0,2.22,560.0,302.0,2271.0,280.0
frc4522,5.0,2018wila,15,"Team 4522 was Rank 15/53 with a record of 5-5-0 in quals, competed in the playoffs as the 1st Pick of Alliance 7, and was eliminated in the Quarterfinals with a playoff record of 1-2-0.",1st Pick of Alliance 7,7,1,"{'losses': 2, 'ties': 0, 'wins': 1}","{'losses': 5, 'ties': 0, 'wins': 5}",10,53,0,2.1,745.0,271.0,2124.0,315.0
frc4802,1.0,2018ausc,17,"Team 4802 was Rank 17/30 with a record of 7-6-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 1, and won the event with a playoff record of 6-0-0.",2nd Pick of Alliance 1,1,2,"{'losses': 0, 'ties': 0, 'wins': 6}","{'losses': 6, 'ties': 0, 'wins': 7}",13,30,0,1.23,595.0,229.0,1811.0,285.0
frc4802,2.0,2018ausp,34,"Team 4802 was Rank 34/39 with a record of 3-8-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 3, and was eliminated in the Semifinals with a playoff record of 2-2-0.",2nd Pick of Alliance 3,3,2,"{'losses': 2, 'ties': 0, 'wins': 2}","{'losses': 8, 'ties': 0, 'wins': 3}",11,39,0,0.9,400.0,211.0,1341.0,240.0
frc488,5.0,2018pncmp,51,Team 488 was Rank 51/64 with a record of 5-7-0 in quals.,--,-1,-1,NA,"{'losses': 7, 'ties': 0, 'wins': 5}",12,64,0,1.58,540.0,402.0,2735.0,330.0
frc488,2.0,2018waahs,3,"Team 488 was Rank 3/35 with a record of 9-3-0 in quals, competed in the playoffs as the Captain of Alliance 3, and was eliminated in the Semifinals with a playoff record of 2-2-0.",Captain of Alliance 3,3,0,"{'losses': 2, 'ties': 0, 'wins': 2}","{'losses': 3, 'ties': 0, 'wins': 9}",12,35,0,2.25,545.0,357.0,2796.0,245.0
frc488,0.0,2018wamou,2,"Team 488 was Rank 2/39 with a record of 10-2-0 in quals, competed in the playoffs as the Captain of Alliance 2, and was eliminated in the Semifinals with a playoff record of 3-2-0.",Captain of Alliance 2,2,0,"{'losses': 2, 'ties': 0, 'wins': 3}","{'losses': 2, 'ties': 0, 'wins': 10}",12,39,0,2.25,485.0,304.0,2661.0,325.0
frc4980,5.0,2018pncmp,30,Team 4980 was Rank 30/64 with a record of 5-7-0 in quals.,--,-1,-1,NA,"{'losses': 7, 'ties': 0, 'wins': 5}",12,64,0,2.0,650.0,436.0,2472.0,340.0
frc4980,3.0,2018waspo,7,"Team 4980 was Rank 7/28 with a record of 8-4-0 in quals, competed in the playoffs as the 1st Pick of Alliance 2, and was eliminated in the Finals with a playoff record of 5-3-0.",1st Pick of Alliance 2,2,1,"{'losses': 3, 'ties': 0, 'wins': 5}","{'losses': 4, 'ties': 0, 'wins': 8}",12,28,0,2.0,635.0,389.0,2747.0,390.0
frc4980,2.0,2018wayak,17,"Team 4980 was Rank 17/31 with a record of 5-7-0 in quals, competed in the playoffs as the 1st Pick of Alliance 6, and was eliminated in the Semifinals with a playoff record of 2-2-0.",1st Pick of Alliance 6,6,1,"{'losses': 2, 'ties': 0, 'wins': 2}","{'losses': 7, 'ties': 0, 'wins': 5}",12,31,0,1.33,545.0,286.0,2184.0,320.0
frc5212,4.0,2018okok,21,Team 5212 was Rank 21/61 with a record of 5-4-0 in quals.,--,-1,-1,NA,"{'losses': 4, 'ties': 0, 'wins': 5}",9,61,0,1.44,420.0,202.0,1629.0,190.0
frc5212,0.0,2018txda,23,Team 5212 was Rank 23/60 with a record of 5-4-0 in quals.,--,-1,-1,NA,"{'losses': 4, 'ties': 0, 'wins': 5}",9,60,0,1.44,390.0,174.0,1374.0,225.0
frc5410,2.0,2018alhu,28,"Team 5410 was Rank 28/43 with a record of 4-7-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 3, and was eliminated in the Semifinals with a playoff record of 3-2-0.",2nd Pick of Alliance 3,3,2,"{'losses': 2, 'ties': 0, 'wins': 3}","{'losses': 7, 'ties': 0, 'wins': 4}",11,43,0,1.27,435.0,205.0,1755.0,255.0
frc5410,4.0,2018flwp,24,Team 5410 was Rank 24/55 with a record of 5-5-0 in quals.,--,-1,-1,NA,"{'losses': 5, 'ties': 0, 'wins': 5}",10,55,0,1.8,515.0,248.0,2001.0,310.0
frc5410,0.0,2018scmb,49,Team 5410 was Rank 49/64 with a record of 3-6-0 in quals.,--,-1,-1,NA,"{'losses': 6, 'ties': 0, 'wins': 3}",9,64,0,1.0,340.0,196.0,1460.0,155.0
frc5429,1.0,2018casd,16,"Team 5429 was Rank 16/66 with a record of 6-2-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 5, and was eliminated in the Semifinals with a playoff record of 2-3-0.",2nd Pick of Alliance 5,5,2,"{'losses': 3, 'ties': 0, 'wins': 2}","{'losses': 2, 'ties': 0, 'wins': 6}",8,66,0,1.75,430.0,150.0,1581.0,220.0
frc5429,3.0,2018nvlv,22,Team 5429 was Rank 22/44 with a record of 7-5-0 in quals.,--,-1,-1,NA,"{'losses': 5, 'ties': 0, 'wins': 7}",12,44,0,1.5,550.0,283.0,2170.0,355.0
frc5437,1.0,2018arli,15,"Team 5437 was Rank 15/55 with a record of 6-4-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 6, and was eliminated in the Quarterfinals with a playoff record of 0-2-0.",2nd Pick of Alliance 6,6,2,"{'losses': 2, 'ties': 0, 'wins': 0}","{'losses': 4, 'ties': 0, 'wins': 6}",10,55,0,1.6,480.0,210.0,1782.0,240.0
frc5437,4.0,2018okok,58,Team 5437 was Rank 58/61 with a record of 1-8-0 in quals.,--,-1,-1,NA,"{'losses': 8, 'ties': 0, 'wins': 1}",9,61,0,0.55,435.0,191.0,1380.0,250.0
frc5472,4.0,2018flwp,5,"Team 5472 was Rank 5/55 with a record of 8-2-0 in quals, competed in the playoffs as the Captain of Alliance 5, and was eliminated in the Semifinals with a playoff record of 2-2-0.",Captain of Alliance 5,5,0,"{'losses': 2, 'ties': 0, 'wins': 2}","{'losses': 2, 'ties': 0, 'wins': 8}",10,55,0,2.6,505.0,316.0,2635.0,320.0
frc5472,3.0,2018paca,7,"Team 5472 was Rank 7/52 with a record of 7-2-0 in quals, competed in the playoffs as the 1st Pick of Alliance 5, and was eliminated in the Finals with a playoff record of 4-3-0.",1st Pick of Alliance 5,5,1,"{'losses': 3, 'ties': 0, 'wins': 4}","{'losses': 2, 'ties': 0, 'wins': 7}",9,52,0,2.44,510.0,284.0,2089.0,320.0
frc5472,0.0,2018scmb,7,"Team 5472 was Rank 7/64 with a record of 8-1-0 in quals, competed in the playoffs as the Captain of Alliance 5, and won the event with a playoff record of 6-2-0.",Captain of Alliance 5,5,0,"{'losses': 2, 'ties': 0, 'wins': 6}","{'losses': 1, 'ties': 0, 'wins': 8}",9,64,0,2.11,415.0,295.0,2360.0,170.0
frc5678,4.0,2018cave,29,Team 5678 was Rank 29/42 with a record of 6-6-0 in quals.,--,-1,-1,NA,"{'losses': 6, 'ties': 0, 'wins': 6}",12,42,0,1.16,455.0,188.0,1778.0,210.0
frc5985,1.0,2018ausc,4,"Team 5985 was Rank 4/30 with a record of 11-2-0 in quals, competed in the playoffs as the 1st Pick of Alliance 2, and was eliminated in the Semifinals with a playoff record of 2-2-0.",1st Pick of Alliance 2,2,1,"{'losses': 2, 'ties': 0, 'wins': 2}","{'losses': 2, 'ties': 0, 'wins': 11}",13,30,0,2.3,580.0,414.0,3060.0,305.0
frc5985,2.0,2018ausp,2,"Team 5985 was Rank 2/39 with a record of 10-1-0 in quals, competed in the playoffs as the Captain of Alliance 2, and won the event with a playoff record of 6-0-0.",Captain of Alliance 2,2,0,"{'losses': 0, 'ties': 0, 'wins': 6}","{'losses': 1, 'ties': 0, 'wins': 10}",11,39,0,2.72,560.0,393.0,2918.0,370.0
frc6024,1.0,2018ausc,11,"Team 6024 was Rank 11/30 with a record of 7-6-0 in quals, competed in the playoffs as the 1st Pick of Alliance 7, and was eliminated in the Quarterfinals with a playoff record of 0-2-0.",1st Pick of Alliance 7,7,1,"{'losses': 2, 'ties': 0, 'wins': 0}","{'losses': 6, 'ties': 0, 'wins': 7}",13,30,0,1.61,610.0,323.0,2381.0,310.0
frc6024,2.0,2018ausp,10,"Team 6024 was Rank 10/39 with a record of 5-6-0 in quals, competed in the playoffs as the 1st Pick of Alliance 5, and was eliminated in the Semifinals with a playoff record of 2-3-0.",1st Pick of Alliance 5,5,1,"{'losses': 3, 'ties': 0, 'wins': 2}","{'losses': 6, 'ties': 0, 'wins': 5}",11,39,0,1.72,510.0,300.0,2240.0,250.0
frc6072,5.0,2018caav,13,"Team 6072 was Rank 13/36 with a record of 7-6-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 6, and was eliminated in the Quarterfinals with a playoff record of 0-2-0.",2nd Pick of Alliance 6,6,2,"{'losses': 2, 'ties': 0, 'wins': 0}","{'losses': 6, 'ties': 0, 'wins': 7}",13,36,0,2.07,630.0,396.0,2738.0,400.0
frc6072,3.0,2018cair,31,"Team 6072 was Rank 31/52 with a record of 5-5-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 2, and was eliminated in the Semifinals with a playoff record of 3-2-0.",2nd Pick of Alliance 2,2,2,"{'losses': 2, 'ties': 0, 'wins': 3}","{'losses': 5, 'ties': 0, 'wins': 5}",10,52,0,1.1,325.0,157.0,1718.0,175.0
frc6106,5.0,2018abca,21,"Team 6106 was Rank 21/35 with a record of 5-7-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 3, and was eliminated in the Semifinals with a playoff record of 3-2-0.",2nd Pick of Alliance 3,3,2,"{'losses': 2, 'ties': 0, 'wins': 3}","{'losses': 7, 'ties': 0, 'wins': 5}",12,35,0,1.33,520.0,234.0,1885.0,345.0
frc6106,0.0,2018mxmo,5,"Team 6106 was Rank 5/48 with a record of 8-3-0 in quals, competed in the playoffs as the Captain of Alliance 4, and was eliminated in the Quarterfinals with a playoff record of 0-2-0.",Captain of Alliance 4,4,0,"{'losses': 2, 'ties': 0, 'wins': 0}","{'losses': 3, 'ties': 0, 'wins': 8}",11,48,0,1.63,475.0,162.0,1829.0,370.0
frc6348,0.0,2018mxmo,9,"Team 6348 was Rank 9/48 with a record of 8-3-0 in quals, competed in the playoffs as the 1st Pick of Alliance 5, and was eliminated in the Semifinals with a playoff record of 2-2-0.",1st Pick of Alliance 5,5,1,"{'losses': 2, 'ties': 0, 'wins': 2}","{'losses': 3, 'ties': 0, 'wins': 8}",11,48,0,1.54,245.0,154.0,1460.0,195.0
frc6390,1.0,2018bcvi,6,"Team 6390 was Rank 6/30 with a record of 8-4-0 in quals, competed in the playoffs as the 1st Pick of Alliance 1, and won the event with a playoff record of 6-0-0.",1st Pick of Alliance 1,1,1,"{'losses': 0, 'ties': 0, 'wins': 6}","{'losses': 4, 'ties': 0, 'wins': 8}",12,30,0,1.58,670.0,207.0,2419.0,330.0
frc6459,3.0,2018code,48,Team 6459 was Rank 48/52 with a record of 4-7-0 in quals.,--,-1,-1,NA,"{'losses': 7, 'ties': 0, 'wins': 4}",11,52,0,1.0,385.0,203.0,1715.0,310.0
frc6652,3.0,2018lake,50,Team 6652 was Rank 50/55 with a record of 1-8-0 in quals.,--,-1,-1,NA,"{'losses': 8, 'ties': 0, 'wins': 1}",9,55,0,0.55,240.0,177.0,1090.0,150.0
frc6652,0.0,2018mxmo,25,Team 6652 was Rank 25/48 with a record of 5-6-0 in quals.,--,-1,-1,NA,"{'losses': 6, 'ties': 0, 'wins': 5}",11,48,0,1.0,310.0,145.0,1220.0,135.0
frc668,1.0,2018azfl,17,"Team 668 was Rank 17/60 with a record of 5-4-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 7, and was eliminated in the Quarterfinals with a playoff record of 1-2-0.",2nd Pick of Alliance 7,7,2,"{'losses': 2, 'ties': 0, 'wins': 1}","{'losses': 4, 'ties': 0, 'wins': 5}",9,60,0,1.77,245.0,288.0,1787.0,170.0
frc668,4.0,2018casj,11,"Team 668 was Rank 11/60 with a record of 6-3-0 in quals, competed in the playoffs as the 1st Pick of Alliance 8, and was eliminated in the Quarterfinals with a playoff record of 0-2-0.",1st Pick of Alliance 8,8,1,"{'losses': 2, 'ties': 0, 'wins': 0}","{'losses': 3, 'ties': 0, 'wins': 6}",9,60,0,2.22,415.0,340.0,2119.0,305.0
frc6887,5.0,2018gacmp,37,Team 6887 was Rank 37/45 with a record of 4-8-0 in quals.,--,-1,-1,NA,"{'losses': 8, 'ties': 0, 'wins': 4}",12,45,0,1.16,375.0,289.0,1979.0,300.0
frc6887,1.0,2018gadal,9,"Team 6887 was Rank 9/37 with a record of 8-4-0 in quals, competed in the playoffs as the Captain of Alliance 5, and was eliminated in the Quarterfinals with a playoff record of 1-2-0.",Captain of Alliance 5,5,0,"{'losses': 2, 'ties': 0, 'wins': 1}","{'losses': 4, 'ties': 0, 'wins': 8}",12,37,0,1.41,315.0,166.0,1902.0,145.0
frc6887,0.0,2018gagai,36,Team 6887 was Rank 36/40 with a record of 3-9-0 in quals.,--,-1,-1,NA,"{'losses': 9, 'ties': 0, 'wins': 3}",12,40,0,0.58,330.0,181.0,1214.0,225.0
frc6957,3.0,2018nvlv,32,Team 6957 was Rank 32/44 with a record of 5-7-0 in quals.,--,-1,-1,NA,"{'losses': 7, 'ties': 0, 'wins': 5}",12,44,0,1.16,575.0,264.0,1960.0,290.0
frc6996,1.0,2018ausc,15,"Team 6996 was Rank 15/30 with a record of 5-8-0 in quals, competed in the playoffs as the 1st Pick of Alliance 6, and was eliminated in the Finals with a playoff record of 4-3-0.",1st Pick of Alliance 6,6,1,"{'losses': 3, 'ties': 0, 'wins': 4}","{'losses': 8, 'ties': 0, 'wins': 5}",13,30,0,1.38,350.0,296.0,2450.0,185.0
frc7018,3.0,2018mxto,4,"Team 7018 was Rank 4/41 with a record of 9-2-0 in quals, competed in the playoffs as the Captain of Alliance 3, and was eliminated in the Finals with a playoff record of 4-2-0.",Captain of Alliance 3,3,0,"{'losses': 2, 'ties': 0, 'wins': 4}","{'losses': 2, 'ties': 0, 'wins': 9}",11,41,0,1.72,245.0,191.0,2259.0,125.0
frc7081,0.0,2018nyut,13,"Team 7081 was Rank 13/35 with a record of 6-6-0 in quals, competed in the playoffs as the Backup of Alliance 1, and won the event with a playoff record of 6-0-0.",Backup of Alliance 1,1,-1,"{'losses': 0, 'ties': 0, 'wins': 6}","{'losses': 6, 'ties': 0, 'wins': 6}",12,35,0,1.75,630.0,290.0,2016.0,225.0
frc7102,0.0,2018mxmo,30,Team 7102 was Rank 30/48 with a record of 5-6-0 in quals.,--,-1,-1,NA,"{'losses': 6, 'ties': 0, 'wins': 5}",11,48,0,0.9,355.0,118.0,1100.0,235.0
frc7152,4.0,2018flwp,52,Team 7152 was Rank 52/55 with a record of 3-7-0 in quals.,--,-1,-1,NA,"{'losses': 7, 'ties': 0, 'wins': 3}",10,55,0,0.7,435.0,187.0,1485.0,220.0
frc7193,1.0,2018flor,33,Team 7193 was Rank 33/64 with a record of 3-5-0 in quals.,--,-1,-1,NA,"{'losses': 5, 'ties': 0, 'wins': 3}",8,64,0,1.25,345.0,166.0,931.0,155.0
frc7193,4.0,2018flwp,8,"Team 7193 was Rank 8/55 with a record of 7-3-0 in quals, competed in the playoffs as the Captain of Alliance 8, and was eliminated in the Quarterfinals with a playoff record of 1-2-0.",Captain of Alliance 8,8,0,"{'losses': 2, 'ties': 0, 'wins': 1}","{'losses': 3, 'ties': 0, 'wins': 7}",10,55,0,2.3,605.0,316.0,2156.0,325.0
frc7312,5.0,2018txpa,18,"Team 7312 was Rank 18/30 with a record of 8-6-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 8, and was eliminated in the Quarterfinals with a playoff record of 0-2-0.",2nd Pick of Alliance 8,8,2,"{'losses': 2, 'ties': 0, 'wins': 0}","{'losses': 6, 'ties': 0, 'wins': 8}",14,30,0,1.42,390.0,276.0,2026.0,285.0
frc7327,4.0,2018cave,19,"Team 7327 was Rank 19/42 with a record of 6-6-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 6, and was eliminated in the Quarterfinals with a playoff record of 0-2-0.",2nd Pick of Alliance 6,6,2,"{'losses': 2, 'ties': 0, 'wins': 0}","{'losses': 6, 'ties': 0, 'wins': 6}",12,42,0,1.41,505.0,234.0,2214.0,300.0
frc972,5.0,2018cafr,34,"Team 972 was Rank 34/47 with a record of 4-8-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 3, and was eliminated in the Quarterfinals with a playoff record of 1-2-0.",2nd Pick of Alliance 3,3,2,"{'losses': 2, 'ties': 0, 'wins': 1}","{'losses': 8, 'ties': 0, 'wins': 4}",12,47,0,1.33,470.0,277.0,1930.0,325.0
frc972,2.0,2018casf,30,"Team 972 was Rank 30/43 with a record of 3-7-0 in quals, competed in the playoffs as the 2nd Pick of Alliance 1, and won the event with a playoff record of 6-0-0.",2nd Pick of Alliance 1,1,2,"{'losses': 0, 'ties': 0, 'wins': 6}","{'losses': 7, 'ties': 0, 'wins': 3}",10,43,0,1.0,350.0,200.0,1541.0,325.0
